"","Contract.Number","Plan.Benefit.Package","Contract.Name","Plan.Type","Average.Part.C.Risk.Score","Average.A.B.PM.PM.Payment","Average.Rebate.PM.PM.Payment","date","payment","rebate","Plan.ID","contract_plan"
"15200","H5431",1,"HEALTHSUN HEALTH PLANS, INC.","HMO",1.425,"$733.81 ","$364.43 ",2020-06-30,733.81,364.43,1,"H5431_1"
"15201","H5431",6,"HEALTHSUN HEALTH PLANS, INC.","HMO",1.907,"$924.21 ","$215.05 ",2020-06-30,924.21,215.05,6,"H5431_6"
"15202","H5431",12,"HEALTHSUN HEALTH PLANS, INC.","HMO",1.313,"$719.85 ","$304.83 ",2020-06-30,719.85,304.83,12,"H5431_12"
"15203","H5431",13,"HEALTHSUN HEALTH PLANS, INC.","HMO",1.06,"$728.19 ","$302.76 ",2020-06-30,728.19,302.76,13,"H5431_13"
"15204","H5431",14,"HEALTHSUN HEALTH PLANS, INC.","HMO",1.401,"$894.09 ","$204.99 ",2020-06-30,894.09,204.99,14,"H5431_14"
"15205","H5433",1,"ORANGE COUNTY HEALTH AUTHORITY","HMO",1.048,"$812.52 ","$110.64 ",2020-06-30,812.52,110.64,1,"H5433_1"
"15206","H5434",2,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",1.106,"$932.80 ","$53.72 ",2020-06-30,932.8,53.72,2,"H5434_2"
"15207","H5434",23,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.865,"$796.27 ","$147.61 ",2020-06-30,796.27,147.61,23,"H5434_23"
"15208","H5434",24,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.823,"$805.60 ","$111.16 ",2020-06-30,805.6,111.16,24,"H5434_24"
"15209","H5434",25,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.771,"$799.54 ","$114.23 ",2020-06-30,799.54,114.23,25,"H5434_25"
"15210","H5434",26,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.815,"$842.09 ","$108.10 ",2020-06-30,842.09,108.1,26,"H5434_26"
"15211","H5434",30,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.809,"$795.61 ","$106.23 ",2020-06-30,795.61,106.23,30,"H5434_30"
"15212","H5434",31,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.75,"$823.71 ","$120.22 ",2020-06-30,823.71,120.22,31,"H5434_31"
"15213","H5434",32,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.629,"$883.01 ","$123.54 ",2020-06-30,883.01,123.54,32,"H5434_32"
"15214","H5434",33,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.761,"$805.00 ","$106.83 ",2020-06-30,805,106.83,33,"H5434_33"
"15215","H5434",34,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.822,"$816.95 ","$133.29 ",2020-06-30,816.95,133.29,34,"H5434_34"
"15216","H5434",35,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",0.838,"$786.77 ","$123.56 ",2020-06-30,786.77,123.56,35,"H5434_35"
"15217","H5434",801,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",1.05,"$958.28 ","$0.00 ",2020-06-30,958.28,0,801,"H5434_801"
"15218","H5434",802,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.","Local PPO",1.066,"$948.58 ","$0.00 ",2020-06-30,948.58,0,802,"H5434_802"
"15219","H5435",1,"UNITEDHEALTHCARE INSURANCE COMPANY","PFFS",1.189,"$919.93 ","$19.58 ",2020-06-30,919.93,19.58,1,"H5435_1"
"15220","H5435",24,"UNITEDHEALTHCARE INSURANCE COMPANY","PFFS",1.133,"$904.44 ","$26.04 ",2020-06-30,904.44,26.04,24,"H5435_24"
"15221","H5439",10,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",0.996,"$830.51 ","$96.47 ",2020-06-30,830.51,96.47,10,"H5439_10"
"15222","H5439",11,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",1.129,"$915.87 ","$39.31 ",2020-06-30,915.87,39.31,11,"H5439_11"
"15223","H5439",13,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",1.279,"$915.89 ","$37.94 ",2020-06-30,915.89,37.94,13,"H5439_13"
"15224","H5439",14,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",0.97,"$860.87 ","$69.08 ",2020-06-30,860.87,69.08,14,"H5439_14"
"15225","H5439",15,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",0.857,"$832.41 ","$52.06 ",2020-06-30,832.41,52.06,15,"H5439_15"
"15226","H5439",16,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",1.014,"$861.88 ","$59.86 ",2020-06-30,861.88,59.86,16,"H5439_16"
"15227","H5439",17,"HEALTH NET LIFE INSURANCE COMPANY","Local PPO",0.816,"$815.32 ","$112.41 ",2020-06-30,815.32,112.41,17,"H5439_17"
"15228","H5454",1,"CLEAR SPRING HEALTH OF ILLINOIS, INC.","HMO",1.044,"$725.11 ","$134.58 ",2020-06-30,725.11,134.58,1,"H5454_1"
"15229","H5454",2,"CLEAR SPRING HEALTH OF ILLINOIS, INC.","HMO",1.09,"$748.40 ","$136.77 ",2020-06-30,748.4,136.77,2,"H5454_2"
"15230","H5454",3,"CLEAR SPRING HEALTH OF ILLINOIS, INC.","HMO",0.982,"$743.63 ","$136.88 ",2020-06-30,743.63,136.88,3,"H5454_3"
"15231","H5471",64,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.703,"$865.92 ","$225.32 ",2020-06-30,865.92,225.32,64,"H5471_64"
"15232","H5471",65,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.258,"$674.80 ","$330.30 ",2020-06-30,674.8,330.3,65,"H5471_65"
"15233","H5471",66,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.683,"$827.92 ","$206.18 ",2020-06-30,827.92,206.18,66,"H5471_66"
"15234","H5471",68,"SIMPLY HEALTHCARE PLANS, INC.","HMO",2.443,"$931.04 ","$207.92 ",2020-06-30,931.04,207.92,68,"H5471_68"
"15235","H5471",69,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.736,"$637.72 ","$467.83 ",2020-06-30,637.72,467.83,69,"H5471_69"
"15236","H5471",70,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.899,"$660.46 ","$459.40 ",2020-06-30,660.46,459.4,70,"H5471_70"
"15237","H5471",71,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.381,"$683.36 ","$301.58 ",2020-06-30,683.36,301.58,71,"H5471_71"
"15238","H5471",72,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.517,"$813.47 ","$173.57 ",2020-06-30,813.47,173.57,72,"H5471_72"
"15239","H5471",73,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.746,"$673.01 ","$348.22 ",2020-06-30,673.01,348.22,73,"H5471_73"
"15240","H5471",74,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.159,"$670.87 ","$246.74 ",2020-06-30,670.87,246.74,74,"H5471_74"
"15241","H5471",75,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.813,"$681.04 ","$333.03 ",2020-06-30,681.04,333.03,75,"H5471_75"
"15242","H5471",76,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.482,"$861.75 ","$162.42 ",2020-06-30,861.75,162.42,76,"H5471_76"
"15243","H5471",77,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.095,"$727.69 ","$220.51 ",2020-06-30,727.69,220.51,77,"H5471_77"
"15244","H5471",78,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.234,"$681.15 ","$238.02 ",2020-06-30,681.15,238.02,78,"H5471_78"
"15245","H5471",80,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.391,"$730.23 ","$283.01 ",2020-06-30,730.23,283.01,80,"H5471_80"
"15246","H5471",81,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.404,"$793.18 ","$384.17 ",2020-06-30,793.18,384.17,81,"H5471_81"
"15247","H5471",82,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.69,"$830.98 ","$163.96 ",2020-06-30,830.98,163.96,82,"H5471_82"
"15248","H5471",83,"SIMPLY HEALTHCARE PLANS, INC.","HMO",0.993,"$669.93 ","$229.32 ",2020-06-30,669.93,229.32,83,"H5471_83"
"15249","H5471",84,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.367,"$825.17 ","$177.01 ",2020-06-30,825.17,177.01,84,"H5471_84"
"15250","H5471",85,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.582,"$705.53 ","$318.19 ",2020-06-30,705.53,318.19,85,"H5471_85"
"15251","H5471",93,"SIMPLY HEALTHCARE PLANS, INC.","HMO",2.28,"$750.36 ","$382.68 ",2020-06-30,750.36,382.68,93,"H5471_93"
"15252","H5471",98,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.432,"$679.74 ","$253.97 ",2020-06-30,679.74,253.97,98,"H5471_98"
"15253","H5471",99,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.53,"$693.77 ","$246.12 ",2020-06-30,693.77,246.12,99,"H5471_99"
"15254","H5471",100,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.406,"$724.55 ","$222.13 ",2020-06-30,724.55,222.13,100,"H5471_100"
"15255","H5471",101,"SIMPLY HEALTHCARE PLANS, INC.","HMO",1.43,"$735.68 ","$223.73 ",2020-06-30,735.68,223.73,101,"H5471_101"
"15256","H5471",103,"SIMPLY HEALTHCARE PLANS, INC.","HMO",0.811,"$696.49 ","$313.80 ",2020-06-30,696.49,313.8,103,"H5471_103"
"15257","H5471",104,"SIMPLY HEALTHCARE PLANS, INC.","HMO",0.938,"$713.46 ","$255.27 ",2020-06-30,713.46,255.27,104,"H5471_104"
"15258","H5471",105,"SIMPLY HEALTHCARE PLANS, INC.","HMO",0.699,"$761.08 ","$228.23 ",2020-06-30,761.08,228.23,105,"H5471_105"
"15259","H5475",1,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.539,"$789.38 ","$103.72 ",2020-06-30,789.38,103.72,1,"H5475_1"
"15260","H5475",3,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.257,"$706.49 ","$127.23 ",2020-06-30,706.49,127.23,3,"H5475_3"
"15261","H5475",4,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.412,"$799.64 ","$77.05 ",2020-06-30,799.64,77.05,4,"H5475_4"
"15262","H5475",5,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.107,"$699.99 ","$124.56 ",2020-06-30,699.99,124.56,5,"H5475_5"
"15263","H5475",6,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.123,"$688.20 ","$130.56 ",2020-06-30,688.2,130.56,6,"H5475_6"
"15264","H5475",8,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.299,"$784.85 ","$89.21 ",2020-06-30,784.85,89.21,8,"H5475_8"
"15265","H5475",9,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.052,"$676.78 ","$127.87 ",2020-06-30,676.78,127.87,9,"H5475_9"
"15266","H5475",10,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.245,"$828.83 ","$85.96 ",2020-06-30,828.83,85.96,10,"H5475_10"
"15267","H5475",11,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.944,"$682.31 ","$135.50 ",2020-06-30,682.31,135.5,11,"H5475_11"
"15268","H5475",12,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.307,"$794.48 ","$104.00 ",2020-06-30,794.48,104,12,"H5475_12"
"15269","H5475",13,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.971,"$679.79 ","$107.31 ",2020-06-30,679.79,107.31,13,"H5475_13"
"15270","H5475",15,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.519,"$813.37 ","$84.06 ",2020-06-30,813.37,84.06,15,"H5475_15"
"15271","H5475",16,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.954,"$671.24 ","$121.01 ",2020-06-30,671.24,121.01,16,"H5475_16"
"15272","H5475",19,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.937,"$674.01 ","$143.33 ",2020-06-30,674.01,143.33,19,"H5475_19"
"15273","H5475",21,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.2,"$771.33 ","$107.85 ",2020-06-30,771.33,107.85,21,"H5475_21"
"15274","H5475",22,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.985,"$643.65 ","$136.86 ",2020-06-30,643.65,136.86,22,"H5475_22"
"15275","H5475",23,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.447,"$857.69 ","$52.01 ",2020-06-30,857.69,52.01,23,"H5475_23"
"15276","H5475",24,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.203,"$683.53 ","$135.22 ",2020-06-30,683.53,135.22,24,"H5475_24"
"15277","H5475",26,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.14,"$653.04 ","$152.62 ",2020-06-30,653.04,152.62,26,"H5475_26"
"15278","H5475",27,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.291,"$863.80 ","$45.95 ",2020-06-30,863.8,45.95,27,"H5475_27"
"15279","H5475",28,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",0.981,"$690.68 ","$118.09 ",2020-06-30,690.68,118.09,28,"H5475_28"
"15280","H5475",29,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.","HMO",1.424,"$688.74 ","$218.80 ",2020-06-30,688.74,218.8,29,"H5475_29"
"15281","H5496",5,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","HMO",1.027,"$790.97 ","$205.34 ",2020-06-30,790.97,205.34,5,"H5496_5"
"15282","H5496",7,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","HMO",0.712,"$686.06 ","$197.26 ",2020-06-30,686.06,197.26,7,"H5496_7"
"15283","H5496",9,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC.","HMO",1.168,"$873.02 ","$99.96 ",2020-06-30,873.02,99.96,9,"H5496_9"
"15284","H5521",12,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.127,"$873.17 ","$80.44 ",2020-06-30,873.17,80.44,12,"H5521_12"
"15285","H5521",13,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.953,"$957.27 ","$20.10 ",2020-06-30,957.27,20.1,13,"H5521_13"
"15286","H5521",15,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.936,"$978.84 ","$0.00 ",2020-06-30,978.84,0,15,"H5521_15"
"15287","H5521",16,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.956,"$888.36 ","$73.87 ",2020-06-30,888.36,73.87,16,"H5521_16"
"15288","H5521",20,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.052,"$974.75 ","$17.91 ",2020-06-30,974.75,17.91,20,"H5521_20"
"15289","H5521",22,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.025,"$954.62 ","$72.92 ",2020-06-30,954.62,72.92,22,"H5521_22"
"15290","H5521",27,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.947,"$977.58 ","$0.00 ",2020-06-30,977.58,0,27,"H5521_27"
"15291","H5521",33,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.987,"$833.09 ","$106.99 ",2020-06-30,833.09,106.99,33,"H5521_33"
"15292","H5521",37,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.04,"$975.26 ","$25.14 ",2020-06-30,975.26,25.14,37,"H5521_37"
"15293","H5521",40,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.919,"$990.66 ","$11.97 ",2020-06-30,990.66,11.97,40,"H5521_40"
"15294","H5521",53,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.987,"$992.22 ","$1.60 ",2020-06-30,992.22,1.6,53,"H5521_53"
"15295","H5521",55,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.905,"$904.01 ","$91.59 ",2020-06-30,904.01,91.59,55,"H5521_55"
"15296","H5521",56,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.95,"$974.69 ","$0.00 ",2020-06-30,974.69,0,56,"H5521_56"
"15297","H5521",57,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.925,"$960.86 ","$31.58 ",2020-06-30,960.86,31.58,57,"H5521_57"
"15298","H5521",76,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.951,"$855.93 ","$20.33 ",2020-06-30,855.93,20.33,76,"H5521_76"
"15299","H5521",77,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.851,"$777.37 ","$95.23 ",2020-06-30,777.37,95.23,77,"H5521_77"
"15300","H5521",81,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.945,"$811.37 ","$109.55 ",2020-06-30,811.37,109.55,81,"H5521_81"
"15301","H5521",82,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.053,"$980.97 ","$16.54 ",2020-06-30,980.97,16.54,82,"H5521_82"
"15302","H5521",83,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.272,"$882.70 ","$20.53 ",2020-06-30,882.7,20.53,83,"H5521_83"
"15303","H5521",84,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.964,"$913.68 ","$45.11 ",2020-06-30,913.68,45.11,84,"H5521_84"
"15304","H5521",85,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.946,"$833.30 ","$89.02 ",2020-06-30,833.3,89.02,85,"H5521_85"
"15305","H5521",86,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.9,"$852.40 ","$94.12 ",2020-06-30,852.4,94.12,86,"H5521_86"
"15306","H5521",87,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.908,"$838.60 ","$86.29 ",2020-06-30,838.6,86.29,87,"H5521_87"
"15307","H5521",88,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.94,"$809.88 ","$101.48 ",2020-06-30,809.88,101.48,88,"H5521_88"
"15308","H5521",89,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.93,"$843.94 ","$92.66 ",2020-06-30,843.94,92.66,89,"H5521_89"
"15309","H5521",90,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.986,"$851.91 ","$88.16 ",2020-06-30,851.91,88.16,90,"H5521_90"
"15310","H5521",91,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.879,"$814.43 ","$109.81 ",2020-06-30,814.43,109.81,91,"H5521_91"
"15311","H5521",95,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.03,"$899.39 ","$61.92 ",2020-06-30,899.39,61.92,95,"H5521_95"
"15312","H5521",99,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.772,"$818.73 ","$95.29 ",2020-06-30,818.73,95.29,99,"H5521_99"
"15313","H5521",100,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.87,"$889.75 ","$56.29 ",2020-06-30,889.75,56.29,100,"H5521_100"
"15314","H5521",101,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.999,"$876.26 ","$83.09 ",2020-06-30,876.26,83.09,101,"H5521_101"
"15315","H5521",102,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.048,"$958.66 ","$6.05 ",2020-06-30,958.66,6.05,102,"H5521_102"
"15316","H5521",110,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.826,"$876.49 ","$49.62 ",2020-06-30,876.49,49.62,110,"H5521_110"
"15317","H5521",116,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.944,"$829.04 ","$117.74 ",2020-06-30,829.04,117.74,116,"H5521_116"
"15318","H5521",117,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.937,"$1,085.43 ","$0.00 ",2020-06-30,1085.43,0,117,"H5521_117"
"15319","H5521",118,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.83,"$779.91 ","$58.18 ",2020-06-30,779.91,58.18,118,"H5521_118"
"15320","H5521",119,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.941,"$894.61 ","$45.90 ",2020-06-30,894.61,45.9,119,"H5521_119"
"15321","H5521",120,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.814,"$925.65 ","$55.47 ",2020-06-30,925.65,55.47,120,"H5521_120"
"15322","H5521",121,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.843,"$988.49 ","$17.19 ",2020-06-30,988.49,17.19,121,"H5521_121"
"15323","H5521",122,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.159,"$973.50 ","$16.80 ",2020-06-30,973.5,16.8,122,"H5521_122"
"15324","H5521",123,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.034,"$914.67 ","$47.56 ",2020-06-30,914.67,47.56,123,"H5521_123"
"15325","H5521",124,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.133,"$977.21 ","$10.83 ",2020-06-30,977.21,10.83,124,"H5521_124"
"15326","H5521",125,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.975,"$1,065.78 ","$0.00 ",2020-06-30,1065.78,0,125,"H5521_125"
"15327","H5521",127,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.769,"$901.11 ","$45.47 ",2020-06-30,901.11,45.47,127,"H5521_127"
"15328","H5521",128,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.819,"$931.49 ","$38.11 ",2020-06-30,931.49,38.11,128,"H5521_128"
"15329","H5521",134,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.113,"$947.31 ","$32.79 ",2020-06-30,947.31,32.79,134,"H5521_134"
"15330","H5521",139,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.043,"$827.37 ","$74.41 ",2020-06-30,827.37,74.41,139,"H5521_139"
"15331","H5521",140,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.931,"$770.55 ","$123.44 ",2020-06-30,770.55,123.44,140,"H5521_140"
"15332","H5521",141,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.866,"$784.90 ","$123.15 ",2020-06-30,784.9,123.15,141,"H5521_141"
"15333","H5521",142,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.776,"$891.13 ","$58.49 ",2020-06-30,891.13,58.49,142,"H5521_142"
"15334","H5521",143,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.669,"$806.27 ","$59.42 ",2020-06-30,806.27,59.42,143,"H5521_143"
"15335","H5521",144,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.878,"$824.41 ","$59.38 ",2020-06-30,824.41,59.38,144,"H5521_144"
"15336","H5521",150,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.862,"$834.22 ","$90.05 ",2020-06-30,834.22,90.05,150,"H5521_150"
"15337","H5521",154,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.99,"$834.37 ","$92.34 ",2020-06-30,834.37,92.34,154,"H5521_154"
"15338","H5521",156,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.936,"$851.43 ","$62.76 ",2020-06-30,851.43,62.76,156,"H5521_156"
"15339","H5521",157,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.813,"$839.77 ","$82.26 ",2020-06-30,839.77,82.26,157,"H5521_157"
"15340","H5521",159,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.932,"$851.72 ","$82.95 ",2020-06-30,851.72,82.95,159,"H5521_159"
"15341","H5521",160,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.93,"$838.00 ","$81.87 ",2020-06-30,838,81.87,160,"H5521_160"
"15342","H5521",168,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.897,"$814.15 ","$110.07 ",2020-06-30,814.15,110.07,168,"H5521_168"
"15343","H5521",169,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.074,"$803.70 ","$80.65 ",2020-06-30,803.7,80.65,169,"H5521_169"
"15344","H5521",170,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.92,"$792.53 ","$131.50 ",2020-06-30,792.53,131.5,170,"H5521_170"
"15345","H5521",171,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.962,"$822.19 ","$97.85 ",2020-06-30,822.19,97.85,171,"H5521_171"
"15346","H5521",177,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.887,"$841.34 ","$62.79 ",2020-06-30,841.34,62.79,177,"H5521_177"
"15347","H5521",178,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.981,"$874.06 ","$77.75 ",2020-06-30,874.06,77.75,178,"H5521_178"
"15348","H5521",183,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.016,"$871.41 ","$81.90 ",2020-06-30,871.41,81.9,183,"H5521_183"
"15349","H5521",184,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.917,"$875.78 ","$66.07 ",2020-06-30,875.78,66.07,184,"H5521_184"
"15350","H5521",187,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.033,"$958.61 ","$38.75 ",2020-06-30,958.61,38.75,187,"H5521_187"
"15351","H5521",190,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.783,"$852.49 ","$87.32 ",2020-06-30,852.49,87.32,190,"H5521_190"
"15352","H5521",194,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.057,"$885.81 ","$65.49 ",2020-06-30,885.81,65.49,194,"H5521_194"
"15353","H5521",195,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.812,"$857.16 ","$81.04 ",2020-06-30,857.16,81.04,195,"H5521_195"
"15354","H5521",196,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.873,"$858.72 ","$39.44 ",2020-06-30,858.72,39.44,196,"H5521_196"
"15355","H5521",197,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.963,"$887.77 ","$34.83 ",2020-06-30,887.77,34.83,197,"H5521_197"
"15356","H5521",200,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.88,"$960.82 ","$0.00 ",2020-06-30,960.82,0,200,"H5521_200"
"15357","H5521",205,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.085,"$1,003.24 ","$0.00 ",2020-06-30,1003.24,0,205,"H5521_205"
"15358","H5521",206,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.892,"$970.32 ","$0.00 ",2020-06-30,970.32,0,206,"H5521_206"
"15359","H5521",207,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.827,"$815.55 ","$80.54 ",2020-06-30,815.55,80.54,207,"H5521_207"
"15360","H5521",208,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.871,"$965.91 ","$24.18 ",2020-06-30,965.91,24.18,208,"H5521_208"
"15361","H5521",211,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.986,"$833.47 ","$92.91 ",2020-06-30,833.47,92.91,211,"H5521_211"
"15362","H5521",212,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.087,"$821.85 ","$72.77 ",2020-06-30,821.85,72.77,212,"H5521_212"
"15363","H5521",214,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.977,"$849.62 ","$75.35 ",2020-06-30,849.62,75.35,214,"H5521_214"
"15364","H5521",215,"AETNA LIFE INSURANCE COMPANY","Local PPO",0.91,"$815.54 ","$81.74 ",2020-06-30,815.54,81.74,215,"H5521_215"
"15365","H5521",216,"AETNA LIFE INSURANCE COMPANY","Local PPO",1.024,"$781.99 ","$102.28 ",2020-06-30,781.99,102.28,216,"H5521_216"
